"Data Source","World Development Indicators",

"Last Updated Date","2024-06-25",

"Gabon","GAB","Population, total","SP.POP.TOTL","1084946","1112955","1141338","1170061","1199052","1228360","1258003","1288315","1319953","1353795","1390549","1430152","1472575","1518540","1568928","1624140","1684635","1749682","1817071","1883800","1947686","2007873","2064823","2119275","2173000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Population, total","SP.POP.TOTL","58019030","58166950","58316954","58487141","58682466","58892514","59119673","59370479","59647577","59987905","60401206","60846820","61322463","61806995","62276270","62766365","63258810","63700215","64128273","64602298","65116219","65611593","66058859","66460344","66856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Population, total","SP.POP.TOTL","4657722","4491699","4349913","4243607","4157192","4077131","4014373","3978515","3951736","3927340","3902469","3880347","3860158","3848449","3814419","3786695","3756441","3728874","3717668","3719414","3725276","3727505","3728004","3726549","3721000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ghana","GHA","Population, total","SP.POP.TOTL","17014057","17462496","17908985","18357156","18812359","19278856","19756928","20246381","20750299","21272323","21814642","22379055","22963946","23563825","24170940","24779619","25387710","25996449","26607642","27224472","27849205","28481946","29121471","29767108","30418000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gibraltar","GIB","Population, total","SP.POP.TOTL","28692","28971","29408","29947","30529","31077","31602","32102","32555","32928","33219","33417","33517","33559","33565","33585","33612","33646","33692","33725","33736","33737","33728","33718","34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population, total","SP.POP.TOTL","7269625","7463782","7662075","7860781","8054743","8240730","8417081","8586074","8753093","8925743","9109581","9307425","9518162","9738792","9964469","10192176","10420471","10652029","10892810","11150977","11432088","11738441","12067539","12414318","12771000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Population, total","SP.POP.TOTL","1128575","1164091","1200526","1238125","1277133","1317703","1360074","1404261","1449925","1496527","1543741","1591445","1639848","1689285","1740279","1793196","1848147","1905011","1963711","2024042","2085860","2149139","2213894","2280102","2348000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Population, total","SP.POP.TOTL","1088854","1110833","1132510","1154371","1177131","1201301","1227106","1254453","1283305","1313492","1344930","1377581","1411543","1446936","1483921","1522599","1562989","1604979","1648257","1692439","1737202","1782437","1828146","1874309","1921000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Population, total","SP.POP.TOTL","496768","515853","536460","558492","581770","606181","631666","658384","686664","716949","749535","784496","821687","860840","901599","943639","986853","1031191","1076413","1122276","1168568","1215179","1262001","1308974","1356000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Population, total","SP.POP.TOTL","10562153","10608800","10661259","10720509","10761698","10805808","10862132","10902022","10928070","10955141","10987314","11020362","11048473","11077841","11107017","11121341","11104899","11045011","10965211","10892413","10820883","10775971","10754679","10731726","10696000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Population, total","SP.POP.TOTL","100288","101001","101567","102021","102432","102833","103249","103634","104005","104347","104661","104933","105190","105456","105789","106233","106796","107446","108170","108902","109599","110261","110874","111454","112000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Population, total","SP.POP.TOTL","55800","55900","56000","56100","56100","56200","56350","56609","56765","56911","56935","56774","56555","56328","56323","56905","56890","56810","56483","56295","56114","56186","56171","56025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population, total","SP.POP.TOTL","10408489","10646674","10887634","11133501","11387203","11650743","11924946","12208848","12500478","12796925","13096028","13397021","13700327","14006428","14316263","14630417","14948803","15270778","15595821","15923243","16252429","16583060","16914936","17247807","17581000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Population, total","SP.POP.TOTL","145561","148060","150303","152277","153953","155329","156401","157176","157717","158101","158402","158648","158847","159036","159226","159444","159692","159996","160407","161016","161853","162951","164281","165768","167000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Population, total","SP.POP.TOTL","761291","760795","757970","753778","749674","746715","745206","744789","745143","745737","746163","746343","746474","746817","747718","749436","752028","755399","759285","763380","767432","771366","775221","779004","783000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Population, total","SP.POP.TOTL","1043384479","1050573065","1057559196","1064403601","1071158291","1077839576","1084888957","1092175508","1099365177","1106953027","1114743713","1123222521","1132154767","1141674064","1150180708","1157826206","1163335501","1170223344","1177175241","1184323353","1191326855","1198350350","1204429565","1210312147","1215080000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Population, total","SP.POP.TOTL","6156100","6435500","6489300","6543700","6606500","6665000","6714300","6744100","6730800","6783500","6813200","6857100","6916300","6957800","6972800","7024200","7071600","7150100","7178900","7229500","7291300","7336600","7391700","7451000","7508000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Population, total","SP.POP.TOTL","5709014","5874809","6045699","6220406","6397151","6574509","6751912","6929265","7106319","7282953","7458985","7634298","7808518","7980955","8150775","8317470","8480671","8640691","8798521","8955589","9112916","9270795","9429013","9587522","9746000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Population, total","SP.POP.TOTL","411298620","423019190","434736174","446608340","458867402","471680794","485112686","499113575","513601239","528444632","543555326","558909236","574560260","590590368","607115564","624219326","641921311","660193774","679012664","698336451","718128416","738387254","759106221","780234406","801709000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Population, total","SP.POP.TOTL","4620030","4557097","4534920","4532135","4512597","4468302","4299642","4302174","4303399","4304600","4310145","4311159","4310217","4309705","4305181","4295427","4280622","4267558","4255689","4238389","4203604","4174349","4124531","4087843","4071000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Population, total","SP.POP.TOTL","7744503","7887304","8030726","8174680","8319057","8463806","8608819","8754150","8900104","9047077","9195288","9344785","9495328","9646580","9798046","9949322","10100320","10250930","10400673","10549008","10695542","10839970","10982366","11123176","11263000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Population, total","SP.POP.TOTL","10328965","10311238","10290486","10266570","10237530","10210971","10187576","10158608","10129552","10107146","10087065","10071370","10055780","10038188","10022650","10000023","9971727","9920362","9893082","9866468","9843028","9814023","9787966","9775564","9732000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Population, total","SP.POP.TOTL","196934260","199901228","202826446","205724592","208615169","211513823","214427417","217357793","220309469","223285676","226289470","229318262","232374245","235469762","238620563","241834215","245116206","248452413","251806402","255129004","258383256","261554226","264645886","267663435","270626000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Population, total","SP.POP.TOTL","72131","72878","73850","74943","76001","76941","77703","78318","78884","79520","80305","81285","82408","83508","84376","84857","84886","84533","83976","83488","83234","83287","83598","84077","85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population, total","SP.POP.TOTL","963922588","982365243","1000900030","1019483581","1038058156","1056575549","1075000085","1093317189","1111523144","1129623456","1147609927","1165486291","1183209472","1200669765","1217726215","1234281170","1250288729","1265782790","1280846129","1295604184","1310152403","1324509589","1338658835","1352617328","1366418000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population, total","SP.POP.TOTL","3608841","3637510","3674171","3712696","3754786","3805174","3866243","3931947","3996521","4070262","4159914","4273591","4398942","4489544","4535375","4560155","4580084","4599533","4623816","4657740","4701957","4755335","4807388","4867309","4893000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Population, total","SP.POP.TOTL","61442664","62294920","63136312","63971836","64800880","65623405","66449112","67284796","68122938","68951281","69762347","70554760","71336475","72120604","72924837","73762519","74634956","75539862","76481943","77465753","78492215","79564016","80673951","81800269","82914000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Population, total","SP.POP.TOTL","20149338","20783073","21439574","22114324","22802064","23497585","24208180","24931919","25644499","26313838","26922284","27448124","27911248","28385746","28973162","29741976","30725300","31890011","33157050","34411951","35572261","36610632","37552781","38433600","39310000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Population, total","SP.POP.TOTL","267468","268916","271128","274047","277381","281205","284968","287523","289521","292074","296734","303782","311566","317414","318499","318041","319014","320716","323764","327386","330815","335439","343400","352721","356000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Population, total","SP.POP.TOTL","5545000","5692000","5836000","5971000","6125000","6289000","6439000","6570000","6689700","6809000","6930100","7053700","7180100","7308800","7485600","7623600","7765800","7910500","8059500","8215700","8380100","8546000","8713300","8882800","9018000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Population, total","SP.POP.TOTL","56844303","56860281","56890372","56906744","56916317","56942108","56974100","57059007","57313203","57685327","57969484","58143979","58438310","58826731","59095365","59277417","59379449","59539717","60233948","60789140","60730582","60627498","60536709","60421760","60340000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Population, total","SP.POP.TOTL","2533711","2558637","2583916","2608873","2632675","2654701","2674702","2692845","2709437","2725015","2740003","2754407","2768227","2781876","2795837","2810460","2825929","2842132","2858709","2875136","2891021","2906238","2920853","2934855","2948000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Population, total","SP.POP.TOTL","4588843","4732854","4848541","4943975","5031762","5122493","5217336","5317506","5434030","5580244","5765635","5991540","6255280","6556478","6893260","7261539","7663131","8090872","8520420","8920049","9266575","9551467","9779173","9956011","10102000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Population, total","SP.POP.TOTL","125439000","125757000","126057000","126400000","126631000","126843000","127149000","127445000","127718000","127761000","127773000","127854000","128001000","128063000","128047000","128070000","127833000","127629000","127445000","127276000","127141000","126994511","126785797","126529100","126097000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Population, total","SP.POP.TOTL","15815626","15577894","15333703","15071300","14928426","14883626","14858335","14858948","14909018","15012985","15147029","15308084","15484192","15674000","16092822","16321872","16557201","16792089","17035550","17288285","17542806","17794055","18037776","18272430","18469000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Population, total","SP.POP.TOTL","27768296","28589451","29415659","30250488","31098757","31964557","32848564","33751739","34678779","35635271","36624895","37649033","38705932","39791981","40901792","42030676","43178257","44343410","45519889","46699981","47878336","49051686","50221473","51393010","52574000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Population, total","SP.POP.TOTL","4560400","4628400","4696400","4769000","4840400","4898400","4945100","4990700","5043300","5104700","5162600","5218400","5268400","5318700","5383300","5447900","5514600","5607200","5719600","5835500","5956900","6079500","6198200","6322800","6404000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Population, total","SP.POP.TOTL","10656138","10982917","11298600","11600508","11886458","12155239","12405408","12637727","12856163","13066469","13273354","13477709","13679962","13883834","14093604","14312212","14541423","14780454","15026332","15274503","15521436","15766293","16009414","16249798","16487000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Population, total","SP.POP.TOTL","77723","78903","80187","81556","82972","84396","85849","87305","88835","90499","92325","94343","96527","98761","100930","102927","104728","106370","107890","109391","110930","112524","114158","115847","118000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Population, total","SP.POP.TOTL","42074","42475","42854","43221","43614","44074","44599","45165","45746","46324","46857","47339","47778","48185","48599","49016","49447","49887","50331","50774","51203","51625","52045","52441","53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population, total","SP.POP.TOTL","45092991","45524681","45953580","46286503","46616677","47008111","47370164","47644736","47892330","48082519","48184561","48438292","48683638","49054708","49307835","49554112","49936638","50199853","50428893","50746659","51014947","51217803","51361911","51606633","51782000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Population, total","SP.POP.TOTL","1605901","1626857","1710256","1831119","1951636","2045123","2103282","2136997","2161626","2200492","2270198","2373672","2504019","2656009","2821045","2991884","3168060","3348853","3526378","3690942","3835591","3956873","4056097","4137309","4207000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Population, total","SP.POP.TOTL","455783349","463368817","470916671","478398772","485778282","493029013","500140855","507121489","513985894","520757766","527455967","534080194","540628539","547116062","553561029","559867514","566309408","572713225","579053861","585296422","591416820","597399287","603254104","609013934","614714000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Population, total","SP.POP.TOTL","4846483","4951195","5050315","5144602","5235346","5323700","5409582","5493246","5576640","5662208","5751676","5846074","5944948","6046620","6148623","6249165","6347567","6444530","6541304","6639756","6741164","6845846","6953035","7061507","7169000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Population, total","SP.POP.TOTL","3528380","3610665","3658424","3693520","3747766","3842778","3991001","4182205","4388375","4569378","4698763","4759753","4767344","4764741","4813026","4953061","5202343","5538634","5914621","6262410","6532678","6711121","6811873","6848925","6856000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Population, total","SP.POP.TOTL","2044661","2160478","2326202","2517481","2699712","2848456","2953927","3024729","3077058","3135651","3218116","3329211","3461911","3607860","3754133","3891356","4017443","4135659","4248334","4359505","4472230","4586788","4702228","4818977","4937000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Population, total","SP.POP.TOTL","4948798","5036171","5118007","5196780","5275926","5357891","5443248","5531089","5620547","5710154","5798614","5886872","5974787","6058748","6133984","6197663","6247439","6285750","6320359","6362037","6418315","6492164","6580724","6678567","6777000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Population, total","SP.POP.TOTL","146870","148834","150913","153021","154995","156729","158179","159392","160530","161816","163417","165381","167639","170011","172221","174085","175544","176646","177513","178296","179126","180024","180955","181889","183000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Population, total","SP.POP.TOTL","482150647","490080681","497957410","505774348","513442848","520964431","528336554","535570691","542684680","549705414","556652026","563521369","570314774","577050884","583746102","590303295","596966199","603586217","610151927","616619613","622986033","629240066","635372515","641357515","647291000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Population, total","SP.POP.TOTL","579681672","594801259","609983301","625342098","641046802","657215864","673903112","691061397","708587948","726331177","744190510","762132501","780219542","798563392","817322629","836614860","856472234","876869863","897797478","919226401","941131317","963511276","986365080","1009662578","1033389000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Population, total","SP.POP.TOTL","383810298","394448671","405123344","415959410","427140442","438799433","450962074","463584766","476645372","490099969","503907174","518097437","532663586","547481280","562386040","577274011","592092182","606913332","621915808","637350644","653405207","670117389","687449530","705417321","724057000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Population, total","SP.POP.TOTL","30880","31348","31830","32311","32769","33184","33552","33879","34175","34452","34713","34970","35217","35471","35727","35994","36293","36615","36934","37223","37470","37658","37800","37910","38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population, total","SP.POP.TOTL","18242912","18367288","18470900","18564599","18663284","18777601","18911730","19062482","19224037","19387153","19544988","19695972","19842044","19983984","20123508","20261737","20398670","20425000","20585000","20778000","20970000","21203000","21444000","21670000","21757000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Population, total","SP.POP.TOTL","2077790619","2118416707","2159201405","2199992975","2240609732","2281159205","2321544987","2361829370","2402147090","2442531361","2483021672","2523645459","2564440295","2605437640","2646675754","2688436551","2730385840","2772231195","2814221065","2856124025","2898058449","2939830821","2981420591","3022905169","3064148000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Population, total","SP.POP.TOTL","4664148544","4739881155","4815512572","4890406949","4964125844","5037268787","5109571487","5181350933","5253312522","5325421944","5397859154","5470400681","5542975651","5616213108","5690410869","5765121055","5840675761","5916770281","5993786433","6071330528","6149221337","6227752871","6306560891","6383958209","6459453000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lending category not classified","LNX","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Population, total","SP.POP.TOTL","1898598","1934291","1968044","1997516","2019731","2032804","2035740","2029829","2018348","2005940","1996114","1989939","1986922","1987129","1990131","1995581","2003787","2014990","2028519","2043437","2059021","2075001","2091412","2108132","2125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Population, total","SP.POP.TOTL","3629102","3601613","3575137","3549331","3524238","3499536","3470818","3443067","3415213","3377075","3322528","3269909","3231294","3198231","3162916","3097282","3028115","2987773","2957689","2932367","2904910","2868231","2828403","2801543","2778000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Population, total","SP.POP.TOTL","408625","414225","419450","424700","430475","436300","441525","446175","451630","458095","465158","472637","479993","488650","497783","506953","518347","530946","543360","556319","569604","582014","596336","607950","615000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Population, total","SP.POP.TOTL","2485056","2457222","2432851","2410019","2390482","2367550","2337170","2310173","2287955","2263122","2238799","2218357","2200325","2177322","2141669","2097555","2059709","2034319","2012647","1993782","1977527","1959537","1942248","1927174","1916000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Population, total","SP.POP.TOTL","385513","393373","401352","409616","418383","427782","437938","448821","460165","471597","482858","493799","504511","515239","526400","538219","550832","564039","577372","590208","602085","612836","622585","631636","640000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Population, total","SP.POP.TOTL","32712","32102","31304","30358","29305","28384","27782","27450","27363","27514","27906","28414","28905","29376","29820","30235","30615","30959","31264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population, total","SP.POP.TOTL","26994250","27383473","27754571","28110443","28455509","28793679","29126330","29454768","29782884","30115214","30455561","30804683","31163673","31536811","31929087","32343389","32781850","33241898","33715693","34192347","34663603","35126296","35581294","36029138","36472000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Population, total","SP.POP.TOTL","30716","30995","31280","31556","31844","32147","32470","32806","33153","33500","33843","34190","34525","34872","35226","35612","36024","36460","36901","37322","37718","38070","38392","38682","39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population, total","SP.POP.TOTL","2952307","2946401","2935524","2934339","2929735","2923783","2917252","2910504","2902320","2895147","2888111","2880095","2873429","2867964","2864346","2861487","2859833","2859458","2858692","2856950","2834530","2802170","2755158","2706049","3536000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Population, total","SP.POP.TOTL","13475400","13902688","14347854","14808791","15282521","15766806","16260932","16765117","17279141","17802997","18336724","18880269","19433530","19996473","20569117","21151640","21743967","22346641","22961253","23589887","24234088","24894380","25570540","26262368","26969000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Population, total","SP.POP.TOTL","254139","259183","263842","268455","273527","279398","286306","294186","302683","311265","319608","327487","335169","343452","353398","365734","380495","397237","415593","435015","454915","475513","496402","515696","531000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Population, total","SP.POP.TOTL","286096964","292041181","297891731","303641740","309436741","315326801","321297208","327362252","333608779","340143481","347029874","354302463","361929136","369823252","377883993","385917886","393944527","401974219","409977874","417932242","425821770","433597626","441255234","448912859","456661000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Population, total","SP.POP.TOTL","91663285","93147044","94611002","96056321","97484832","98899845","100298153","101684758","103081020","104514932","106005203","107560153","109170502","110815271","112463887","114092963","115695473","117274155","118827161","120355128","121858258","123333376","124777324","126190788","127576000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Population, total","SP.POP.TOTL","50457","50533","50450","50356","50423","50753","51422","52370","53456","54476","55258","55767","56051","56174","56250","56366","56531","56717","56938","57179","57439","57735","58058","58413","59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population, total","SP.POP.TOTL","4280338246","4345432484","4410389228","4474447539","4536985402","4598469354","4658609413","4717766167","4776667150","4835321975","4893951980","4952303244","5010312065","5068731828","5128024829","5187847044","5248583579","5309856949","5371870625","5433979884","5495816130","5557635482","5619111361","5678540888","5735396000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Population, total","SP.POP.TOTL","1983252","1989443","1999598","2012057","2024394","2034819","2042842","2048928","2053426","2057048","2060273","2063131","2065426","2067313","2069039","2070741","2072487","2074278","2076067","2077775","2079328","2080745","2081996","2082958","2083000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Population, total","SP.POP.TOTL","9585653","9837571","10094368","10360561","10642936","10946445","11271600","11616887","11982695","12369070","12775516","13203378","13651464","14113577","14581429","15049353","15514591","15979499","16449864","16934220","17438778","17965429","18512394","19077690","19658000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Population, total","SP.POP.TOTL","377419","379905","382791","385287","387578","390087","393028","395969","398582","401268","403834","405308","406724","409379","412477","414508","416268","420028","425967","434558","445053","455356","467999","484630","485000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Population, total","SP.POP.TOTL","43901598","44452206","45027233","45611220","46181077","46719701","47225120","47702171","48148902","48564484","48949924","49301050","49621475","49929642","50250367","50600818","50990615","51413698","51852451","52280807","52680726","53045226","53382581","53708395","54045000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Population, total","SP.POP.TOTL","254233351","259431597","264504166","269440690","274350032","279279634","284249018","289264324","294343628","299502774","304755503","310109412","315573347","321168767","326900984","332777824","338814807","345004009","351299193","357637340","363975550","370276461","376546755","382896715","389463000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Population, total","SP.POP.TOTL","611712","611003","609520","607662","606001","604950","607389","609828","612267","613353","614261","615025","615875","616969","618294","619428","620079","620601","621207","621810","622159","622303","622373","622227","622000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Population, total","SP.POP.TOTL","2298020","2316568","2335734","2355664","2376225","2397418","2419588","2443271","2468762","2496391","2526424","2558856","2593820","2631898","2673796","2719896","2770362","2824699","2881792","2940108","2998439","3056359","3113779","3170208","3225000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Population, total","SP.POP.TOTL","45870","47521","50056","52997","55636","57453","58321","58420","57947","57246","56542","55882","55219","54625","54193","53971","54012","54311","54784","55305","55780","56188","56562","56882","57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population, total","SP.POP.TOTL","15483286","15960442","16397183","16813949","17244188","17711927","18221888","18764155","19331100","19910552","20493925","21080110","21673316","22276596","22894710","23531574","24187487","24862648","25560725","26286163","27042002","27829942","28649007","29495962","30366000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Population, total","SP.POP.TOTL","2313630","2372901","2433563","2496216","2561585","2630219","2702400","2778099","2857148","2939247","3024194","3111906","3202517","3296238","3393409","3494195","3598648","3706554","3817494","3930896","4046301","4163534","4282574","4403319","4526000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montserrat","MSR","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
