"Data Source","World Development Indicators",

"Last Updated Date","2024-06-25",

"Mauritius","MUS","Population, total","SP.POP.TOTL","1122457","1133996","1148284","1160421","1175267","1186873","1196287","1204621","1213370","1221003","1228254","1233996","1239630","1244121","1247429","1250400","1252404","1255882","1258653","1260934","1262605","1263473","1264613","1265303","1268000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Population, total","SP.POP.TOTL","9844415","10022789","10264906","10552338","10854322","11148758","11432000","11713664","12000181","12301838","12625952","12973699","13341806","13727890","14128155","14539612","14962112","15396005","15839269","16289540","16745303","17205289","17670260","18143315","18629000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Population, total","SP.POP.TOTL","20487607","21017613","21562793","22114654","22661298","23194257","23709119","24208391","24698819","25190652","25690611","26201961","26720370","27236006","27735040","28208035","28650955","29068159","29468872","29866559","30270962","30684804","31105028","31528585","31950000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mayotte","MYT","Population, total","SP.POP.TOTL","123181","128758","134216","139579","144940","150331","155754","161205","166721","172339","178098","184031","190098","196279","202503","208718","214923","221122","227351","233638","240020","246489","253000","260000","266000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North America","NAC","Population, total","SP.POP.TOTL","295640057","299064347","302623445","306070116","309502571","312909974","316052361","319048184","321815286","324809693","327824506","331015609","334185120","337406357","340466060","343396098","345983901","348653238","351205682","353888995","356510820","359245384","361751263","364290258","366909000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Population, total","SP.POP.TOTL","1627865","1663378","1698032","1731639","1763859","1794571","1823672","1851523","1879117","1907745","1938320","1971317","2006514","2043394","2081044","2118874","2156701","2194784","2233510","2273430","2314904","2358041","2402603","2448255","2495000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Population, total","SP.POP.TOTL","193816","197564","201418","205279","209214","213230","217324","221490","225296","228750","232250","235750","239250","242750","245950","249750","254350","259000","263650","268050","272400","276550","280350","284060","288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Population, total","SP.POP.TOTL","9490288","9826598","10178201","10545716","10929918","11331557","11751365","12189983","12647984","13125916","13624467","14143971","14685399","15250908","15843133","16464025","17114761","17795191","18504255","19240157","20001663","20788838","21602472","22442948","23311000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Population, total","SP.POP.TOTL","107948335","110668794","113457663","116319759","119260063","122283850","125394046","128596076","131900631","135320422","138865016","142538308","146339977","150269623","154324933","158503197","162805071","167228767","171765769","176404902","181137448","185960289","190873311","195874740","200964000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Population, total","SP.POP.TOTL","4652185","4741578","4827661","4910647","4991040","5069302","5145366","5219328","5292118","5364935","5438690","5513763","5590055","5667432","5745526","5824065","5903039","5982526","6062454","6142733","6223240","6303974","6384855","6465513","6546000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niue","NIU","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Population, total","SP.POP.TOTL","15459006","15530498","15610650","15707209","15812088","15925513","16046180","16148929","16225302","16281779","16319868","16346101","16381696","16445593","16530388","16615394","16693074","16754962","16804432","16865008","16939923","17030314","17131296","17231624","17280000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Population, total","SP.POP.TOTL","4359184","4381336","4405157","4431464","4461913","4490967","4513751","4538159","4564855","4591910","4623291","4660677","4709153","4768212","4828726","4889252","4953088","5018573","5079623","5137232","5188607","5234519","5276968","5311916","5369000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Population, total","SP.POP.TOTL","21576071","22090352","22584775","23057883","23509964","23941110","24347106","24725627","25080872","25419344","25744500","26066693","26382581","26666576","26883535","27013212","27041437","26989862","26917906","26906926","27015031","27261131","27627124","28087871","28609000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population, total","SP.POP.TOTL","3673400","3732000","3781300","3815000","3835100","3857700","3880500","3948500","4027200","4087500","4133900","4184600","4223800","4259800","4302600","4350700","4384000","4408100","4442100","4509700","4595700","4693200","4793900","4841000","4929000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Population, total","SP.POP.TOTL","1114375857","1123015391","1131612987","1139828655","1148125115","1156313649","1164804524","1173236272","1181560149","1189894522","1198172267","1206615089","1215257044","1224312588","1232539528","1240281119","1248579820","1254326493","1261603870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Population, total","SP.POP.TOTL","2204277","2236654","2249762","2251864","2254904","2267973","2294962","2334858","2386166","2445517","2511251","2580758","2657158","2750963","2876186","3041434","3251108","3498029","3764805","4027260","4267348","4479219","4665935","4829483","4975000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Population, total","SP.POP.TOTL","123776839","127349290","131057431","134843233","138624621","142343578","145978402","149549700","153093373","156664697","160304008","164022627","167808105","171648986","175525609","179424641","183340592","187281475","191262919","195306825","199426964","203627284","207896686","212215030","216565000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","Population, total","SP.POP.TOTL","2739668","2796291","2853913","2912316","2971196","3030328","3089648","3149188","3209048","3269356","3330217","3391666","3453675","3516204","3579215","3642687","3706483","3770624","3835437","3901315","3968487","4037078","4106771","4176873","4246000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Population, total","SP.POP.TOTL","24299160","24753824","25210954","25658062","26078293","26459944","26799285","27100968","27372226","27624213","27866145","28102056","28333052","28562317","28792655","29027674","29264318","29506788","29773987","30090359","30470734","30926032","31444297","31989256","32510000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Population, total","SP.POP.TOTL","69784088","71401749","73030884","74672014","76325927","77991755","79672873","81365258","83051971","84710542","86326250","87888675","89405482","90901965","92414158","93966780","95570047","97212638","98871552","100513138","102113212","103663927","105173264","106651922","108117000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Population, total","SP.POP.TOTL","17164","17593","18014","18410","18776","19105","19386","19637","19809","19867","19781","19540","19158","18704","18285","17955","17745","17640","17606","17626","17665","17725","17808","17907","18000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Population, total","SP.POP.TOTL","5187060","5314248","5446641","5581762","5716161","5847586","5974629","6098621","6223377","6354245","6494903","6646895","6808514","6976201","7144776","7310507","7472200","7631002","7788379","7946731","8107775","8271760","8438029","8606316","8776000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Population, total","SP.POP.TOTL","38594998","38624370","38649660","38663481","38660271","38258629","38248076","38230364","38204570","38182222","38165445","38141267","38120560","38125759","38151603","38042794","38063255","38063164","38040196","38011735","37986412","37970087","37974826","37974750","37895000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Population, total","SP.POP.TOTL","3683103","3724655","3759430","3781101","3800081","3810605","3818774","3823701","3826095","3826878","3821362","3805214","3782995","3760866","3740410","3721525","3678732","3634488","3593077","3534874","3473166","3406495","3325001","3195153","3189000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Population, total","SP.POP.TOTL","21862299","22113438","22335267","22536753","22731482","22929075","23132980","23339453","23542426","23732731","23904167","24054864","24188331","24310142","24428341","24548836","24673385","24800612","24929452","25057752","25183833","25307744","25429985","25549819","25666000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Population, total","SP.POP.TOTL","10026176","10063945","10108977","10160196","10217828","10289898","10362722","10419631","10458821","10483861","10503330","10522288","10542964","10558177","10568247","10573100","10557560","10514844","10457295","10401062","10358076","10325452","10300300","10283822","10237000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Population, total","SP.POP.TOTL","4776843","4887632","4998100","5107839","5216349","5323201","5428444","5531962","5632983","5730549","5824096","5913209","5998427","6081296","6163972","6248020","6333976","6421512","6510276","6599526","6688746","6777872","6867062","6956071","7045000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Population, total","SP.POP.TOTL","2474666","2587997","2706518","2776568","2848431","2922153","2997784","3075373","3154969","3236626","3320396","3406334","3494496","3591977","3689099","3786161","3882986","3979998","4076708","4173398","4270092","4367088","4454805","4569087","4690000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Population, total","SP.POP.TOTL","218071","222322","226866","231570","236221","240686","244931","248972","252703","255992","258780","261010","262721","264061","265254","266455","267698","268998","270328","271705","273124","274575","276103","277679","279000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Population, total","SP.POP.TOTL","513442","522531","535321","551562","570489","592468","615012","640868","681788","753334","865416","1022711","1218434","1436665","1654950","1856327","2035871","2196074","2336574","2459198","2565710","2654374","2724724","2781677","2832000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Population, total","SP.POP.TOTL","22684270","22619004","22553978","22507344","22472040","22442971","22131970","21730496","21574326","21451748","21319685","21193760","20882982","20537875","20367487","20246871","20147528","20058035","19983693","19908979","19815616","19702468","19587491","19466145","19358000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Population, total","SP.POP.TOTL","148375726","148160042","147915307","147670692","147214392","146596557","145976083","145306046","144648257","144067054","143518523","143049528","142805088","142742350","142785342","142849449","142960868","143201676","143506911","143819666","144096870","144342396","144496740","144478050","144369000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Population, total","SP.POP.TOTL","5836495","6013107","6419901","6962802","7501234","7933681","8231156","8427060","8557161","8680524","8840215","9043337","9273757","9524534","9782770","10039338","10293331","10549678","10811543","11083635","11369071","11668818","11980937","12301939","12627000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Population, total","SP.POP.TOTL","1261587756","1287476190","1313346377","1339202708","1365067928","1390946064","1416822959","1442644058","1468324422","1493757846","1518861552","1543610696","1568003159","1592010819","1615610198","1638792934","1661534412","1683747130","1705772050","1727640967","1749417068","1771167194","1792835608","1814388744","1835731000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Population, total","SP.POP.TOTL","18638787","19033845","19407142","19783304","20194527","20663843","21202642","21805313","22456649","23132682","23816183","24498310","25184597","25888541","26630303","27421461","28267685","29155187","30052518","30916994","31717667","32442572","33099147","33699947","34269000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Population, total","SP.POP.TOTL","24094747","24782383","25413917","26015521","26626520","27275015","27971082","28704778","29460519","30214193","30949516","31661823","32360621","33060837","33783788","34545013","35349681","36193783","37072550","37977655","38902950","39847440","40813396","41801533","42813000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Population, total","SP.POP.TOTL","8690164","8912861","9130877","9347774","9568722","9797734","10036104","10283699","10541467","10810083","11090116","11382268","11687080","12004701","12335084","12678148","13033809","13401991","13782420","14174731","14578459","14993528","15419381","15854360","16296000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Population, total","SP.POP.TOTL","3524506","3670704","3796038","3927213","3958723","4027887","4138012","4175950","4114826","4166664","4265762","4401365","4588599","4839396","4987573","5076732","5183688","5312437","5399162","5469724","5535002","5607283","5612253","5638676","5710000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Population, total","SP.POP.TOTL","359281","369523","379999","390693","401586","412660","423944","435432","447017","458539","469918","481078","492132","503360","515181","527861","541521","556064","571335","587079","603118","619437","636038","652858","670000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Population, total","SP.POP.TOTL","4303957","4312666","4335301","4381483","4462378","4584571","4754072","4965766","5201070","5433991","5645624","5829237","5989633","6133603","6272734","6415634","6563240","6712581","6863980","7017144","7171914","7328838","7488431","7650154","7813000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Population, total","SP.POP.TOTL","5628600","5689938","5746284","5797765","5844846","5887936","5927006","5962136","5994077","6023797","6052123","6079399","6105810","6131764","6157686","6183875","6210568","6237923","6266070","6295128","6325124","6356143","6388122","6420744","6454000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Population, total","SP.POP.TOTL","25928","26252","26562","26840","27145","27462","27812","28175","28562","28940","29324","29700","30063","30434","30816","31229","31661","32105","32553","32948","33272","33504","33671","33785","34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Population, total","SP.POP.TOTL","7491637","7682686","7936127","8235064","8553601","8872254","9186725","9501342","9815412","10130243","10446863","10763905","11080121","11397188","11717692","12043883","12376302","12715510","13063706","13423576","13797201","14185613","14589119","15008154","15443000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Population, total","SP.POP.TOTL","7625357","7617794","7596501","7567745","7540401","7516346","7503433","7496522","7480591","7463157","7440769","7411569","7381579","7350222","7320807","7291436","7234099","7199077","7164132","7130576","7095383","7058322","7020858","6982604","6955000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Population, total","SP.POP.TOTL","583337957","598991362","614977052","631321810","648067906","665246450","682874868","700982444","719633428","738900780","758841823","779482220","800823501","822858501","845567916","868935336","892958731","917638670","942951121","968868428","995365059","1022431864","1050057829","1078209758","1106863000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Population, total","SP.POP.TOTL","5434266","5561120","5779278","6060600","6362201","6652984","6924455","7186820","7449905","7730180","8039351","8376893","8736736","9118386","9520571","9940929","10381110","10837527","11296173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Population, total","SP.POP.TOTL","583413261","599067779","615054371","631400656","648148316","665327581","682956070","701066167","719716209","738983255","758924681","779566820","800908534","822945457","845655214","869025106","893046172","917726973","943041070","968959787","995458478","1022526541","1050153672","1078306520","1106960000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Population, total","SP.POP.TOTL","131678","133806","135832","137848","139959","142262","144755","147447","150415","153737","157472","161681","166300","171120","175876","180371","184524","188404","192087","195727","199432","203227","207089","211028","215000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Population, total","SP.POP.TOTL","441851","448213","454161","459831","465385","470949","476579","482235","487942","493679","499464","505295","511181","517123","523111","529131","535179","541245","547291","553273","559143","564888","570496","575991","581000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Population, total","SP.POP.TOTL","5361999","5373361","5383291","5390516","5396020","5388720","5378867","5376912","5373374","5372280","5372807","5373054","5374622","5379233","5386406","5391428","5398384","5407579","5413393","5418649","5423801","5430798","5439232","5446771","5448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Population, total","SP.POP.TOTL","1989872","1988628","1985956","1981629","1983045","1988925","1992060","1994530","1995733","1997012","2000474","2006868","2018122","2021316","2039669","2048583","2052843","2057159","2059953","2061980","2063531","2065042","2066388","2073894","2067000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Population, total","SP.POP.TOTL","8826939","8840998","8846062","8850974","8857874","8872109","8895960","8924958","8958229","8993531","9029572","9080505","9148092","9219637","9298515","9378126","9449213","9519374","9600379","9696110","9799186","9923085","10057698","10175214","10251000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Population, total","SP.POP.TOTL","926841","945508","963426","979918","994108","1005435","1013609","1019059","1022802","1026286","1030579","1036092","1042652","1049945","1057467","1064837","1072032","1079288","1086839","1095021","1104044","1113984","1124753","1136191","1148000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Population, total","SP.POP.TOTL","","","","31240","31084","30519","31189","32566","33791","35318","36936","38272","39464","40459","39133","37850","38486","39088","39689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Population, total","SP.POP.TOTL","75304","76417","77319","78846","80410","81131","81202","83723","82781","82475","82858","84600","85033","86956","87298","89770","87441","88303","89949","91359","93419","94677","95843","96762","97000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Population, total","SP.POP.TOTL","14345492","14754142","15175316","15599591","16013985","16410848","16766561","17084632","17415214","17827825","18361176","19059258","19878254","20664038","21205873","21362529","21082966","20442541","19584274","18715672","17997408","17453933","17068002","16906283","17070000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Population, total","SP.POP.TOTL","16216","16926","17567","18232","19065","20164","21573","23232","25011","26700","28180","29391","30385","31202","31934","32660","33377","34066","34731","35369","35981","36559","37115","37665","38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Population, total","SP.POP.TOTL","7010145","7250975","7503493","7770048","8053536","8355654","8678051","9019233","9373916","9734767","10096633","10457124","10818024","11183588","11560147","11952136","12360989","12784750","13220424","13663559","14110975","14561666","15016773","15477751","15947000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Population, total","SP.POP.TOTL","4226291","4348805","4485951","4632446","4780448","4924402","5062567","5197031","5330639","5467766","5611640","5762880","5920359","6083420","6250835","6421679","6595943","6773807","6954721","7137997","7323158","7509952","7698475","7889094","8082000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Population, total","SP.POP.TOTL","59467274","60130186","60846582","61585103","62298571","62952642","63539196","64069087","64549866","64995299","65416189","65812536","66182067","66530984","66866839","67195028","67518382","67835957","68144501","68438730","68714511","68971331","69209858","69428524","69626000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","Population, total","SP.POP.TOTL","5764810","5851355","5938405","6027388","6119661","6216341","6318513","6426867","6541547","6662389","6789321","6922587","7062672","7209930","7364753","7527394","7697510","7874835","8059769","8252833","8454028","8663579","8880268","9100837","9321000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tokelau","TKL","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Population, total","SP.POP.TOTL","4207841","4287346","4355116","4413479","4466135","4516133","4564083","4610005","4655743","4703401","4754646","4810109","4870141","4935767","5007954","5087213","5174085","5267900","5366375","5466328","5565287","5662372","5757669","5850908","5942000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Population, total","SP.POP.TOTL","844334","855362","861866","866530","873136","884366","901214","922694","947108","971893","995135","1016432","1036392","1055431","1074277","1093523","1113151","1132994","1153295","1174331","1196302","1219288","1243261","1267972","1293000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Population, total","SP.POP.TOTL","95976","96273","96619","97032","97482","97973","98487","99022","99589","100218","100905","101706","102581","103379","103890","103986","103562","102737","101768","101028","100781","101133","101998","103197","104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population, total","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Population, total","SP.POP.TOTL","1254200","1257549","1259848","1261695","1263933","1267153","1271632","1277213","1283559","1290123","1296502","1302561","1308451","1314443","1320930","1328147","1336178","1344817","1353700","1362342","1370328","1377564","1384072","1389858","1395000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Population, total","SP.POP.TOTL","9125398","9267340","9395123","9509857","9613588","9708350","9793903","9871251","9945277","10022277","10106771","10201214","10304726","10414433","10525694","10635244","10741880","10847002","10952951","11063201","11179949","11303946","11433443","11565204","11695000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkiye","TUR","Population, total","SP.POP.TOTL","58486456","59423282","60372568","61329676","62287397","63240194","64192243","65145367","66089402","67010930","67903469","68756810","69581848","70418604","71321399","72326988","73443863","74653016","75928564","77231907","78529409","79821724","81101892","82319724","83430000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","Population, total","SP.POP.TOTL","9298","9323","9323","9332","9346","9394","9484","9596","9726","9869","10000","10120","10221","10314","10424","10530","10633","10739","10857","10972","11099","11225","11370","11508","12000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Population, total","SP.POP.TOTL","29649135","30444526","31192857","31924196","32682239","33499180","34385856","35334788","36337782","37379767","38450320","39548663","40681414","41853944","43073834","44346525","45673338","47052481","48482266","49959822","51482633","53050790","54663906","56318348","58005000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Population, total","SP.POP.TOTL","20413152","21032821","21655398","22290780","22952410","23650172","24388968","25167257","25980552","26821297","27684585","28571475","29486338","30431736","31411096","32428167","33476919","34559168","35695246","36912148","38225453","39647506","41162465","42723139","44270000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Population, total","SP.POP.TOTL","51512299","51057189","50594105","50143939","49673350","49175848","48683865","48202500","47812950","47451600","47105150","46787750","46509350","46258200","46053300","45870700","45706100","45593300","45489600","45271947","45154029","45004645","44831135","44622516","44391000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Population, total","SP.POP.TOTL","2202547627","2227015777","2251187823","2274454564","2296375670","2317310149","2337064426","2355936797","2374520060","2392790614","2410930308","2428657785","2445871770","2463294188","2481349075","2499410493","2518197739","2537625754","2557649560","2577855859","2597757681","2617804661","2637690770","2655635719","2671248000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Population, total","SP.POP.TOTL","3224281","3247381","3270164","3291053","3308012","3319736","3325473","3326040","3323668","3321476","3321803","3325401","3331749","3340221","3349676","3359275","3368934","3378974","3389439","3400434","3412009","3424132","3436646","3449299","3462000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Population, total","SP.POP.TOTL","266278000","269394000","272657000","275854000","279040000","282162411","284968955","287625193","290107933","292805298","295516599","298379912","301231207","304093966","306771529","309321666","311556874","313830990","315993715","318301008","320635163","322941311","324985539","326687501","329534000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Population, total","SP.POP.TOTL","22785000","23225000","23667000","24051000","24311650","24650400","24964450","25271850","25567650","25864350","26167000","26488250","26868000","27302800","27767400","28562400","29339400","29774500","30243200","30757700","31298900","31847900","32388600","32955400","33360000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Population, total","SP.POP.TOTL","108035","107976","107895","107801","107758","107784","107896","108097","108326","108512","108614","108603","108518","108393","108287","108255","108316","108435","108622","108861","109148","109459","109827","110210","111000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
